date,product,time,bid,bs,ask,as
,STARFRUIT,124200,4972,5,4978,24
,AMETHYSTS,124200,9996,1,10004,1
,AMETHYSTS,124300,9995,20,10005,20
,STARFRUIT,124300,4973,3,4979,20
,AMETHYSTS,124400,9996,1,10004,1
,STARFRUIT,124400,4971,27,4978,27
,AMETHYSTS,124500,9996,1,9998,5
,STARFRUIT,124500,4971,21,4972,3
,STARFRUIT,124600,4975,2,4976,1
,AMETHYSTS,124600,9995,21,10002,1
,AMETHYSTS,124700,9996,2,9998,1
,STARFRUIT,124700,4970,22,4975,5
,AMETHYSTS,124800,9998,9,10004,2
,STARFRUIT,124800,4970,25,4976,2
,AMETHYSTS,124900,9996,1,10004,1
,STARFRUIT,124900,4970,1,4976,31
,STARFRUIT,125000,4970,1,4976,26
,AMETHYSTS,125000,9996,1,10004,1
,AMETHYSTS,125100,9995,27,10005,27
,STARFRUIT,125100,4969,27,4976,27
,AMETHYSTS,125200,10002,4,10004,1
,STARFRUIT,125200,4970,1,4976,27
,AMETHYSTS,125300,9996,2,10004,2
,STARFRUIT,125300,4969,28,4976,28
,STARFRUIT,125400,4969,22,4976,22
,AMETHYSTS,125400,9998,8,10005,22
,STARFRUIT,125500,4970,24,4976,2
,AMETHYSTS,125500,9998,3,10004,2
,AMETHYSTS,125600,9996,2,10004,2
,STARFRUIT,125600,4970,7,4976,30
,STARFRUIT,125700,4969,28,4975,2
,AMETHYSTS,125700,9996,2,9998,2
,STARFRUIT,125800,4969,28,4975,1
,AMETHYSTS,125800,9996,1,9998,1
,STARFRUIT,125900,4969,3,4971,6
,AMETHYSTS,125900,9996,2,10000,6
,AMETHYSTS,126000,9996,1,10004,1
,STARFRUIT,126000,4969,22,4976,22
,STARFRUIT,126100,4970,7,4976,29
,AMETHYSTS,126100,10002,1,10004,2
,STARFRUIT,126200,4969,24,4976,24
,AMETHYSTS,126200,10002,7,10005,24
,STARFRUIT,126300,4968,29,4975,29
,AMETHYSTS,126300,9995,29,10005,29
,AMETHYSTS,126400,9995,27,10005,27
,STARFRUIT,126400,4969,6,4975,27
,STARFRUIT,126500,4969,27,4976,27
,AMETHYSTS,126500,9998,7,10004,2
,STARFRUIT,126600,4969,22,4975,1
,AMETHYSTS,126600,9996,1,10002,5
,STARFRUIT,126700,4969,23,4976,23
,AMETHYSTS,126700,10002,2,10005,23
,AMETHYSTS,126800,9996,2,10004,2
,STARFRUIT,126800,4969,26,4974,7
,STARFRUIT,126900,4970,1,4974,8
,AMETHYSTS,126900,9996,1,10004,1
,STARFRUIT,127000,4970,26,4977,26
,AMETHYSTS,127000,9995,26,10005,26
,STARFRUIT,127100,4970,27,4977,27
,AMETHYSTS,127100,9995,27,10005,27
,AMETHYSTS,127200,9996,2,10004,2
,STARFRUIT,127200,4970,26,4976,2
,STARFRUIT,127300,4970,28,4977,28
,AMETHYSTS,127300,9995,28,10005,28
,STARFRUIT,127400,4969,27,4974,7
,AMETHYSTS,127400,9998,5,10005,27
,STARFRUIT,127500,4969,30,4974,6
,AMETHYSTS,127500,9996,2,9998,3
,AMETHYSTS,127600,9995,27,10002,6
,STARFRUIT,127600,4968,27,4975,27
,STARFRUIT,127700,4969,6,4975,20
,AMETHYSTS,127700,9998,8,10005,20
,STARFRUIT,127800,4969,1,4975,28
,AMETHYSTS,127800,9996,1,10004,1
,STARFRUIT,127900,4969,29,4975,2
,AMETHYSTS,127900,9996,2,10004,2
,AMETHYSTS,128000,9996,2,10004,2
,STARFRUIT,128000,4974,1,4975,22
,STARFRUIT,128100,4969,30,4976,30
,AMETHYSTS,128100,9998,5,10004,1
,STARFRUIT,128200,4968,22,4975,22
,AMETHYSTS,128200,10002,1,10004,1
,STARFRUIT,128300,4973,1,4975,25
,AMETHYSTS,128300,9995,25,10005,25
,AMETHYSTS,128400,9996,1,10002,5
,STARFRUIT,128400,4968,23,4969,2
,STARFRUIT,128500,4968,23,4975,23
,AMETHYSTS,128500,9998,3,10004,1
,STARFRUIT,128600,4969,2,4975,22
,AMETHYSTS,128600,9996,2,10004,2
,STARFRUIT,128700,4969,26,4976,26
,AMETHYSTS,128700,9995,26,10005,26
,AMETHYSTS,128800,9995,21,10005,21
,STARFRUIT,128800,4969,21,4976,21
,STARFRUIT,128900,4975,1,4976,25
,AMETHYSTS,128900,10002,2,10005,25
,STARFRUIT,129000,4970,23,4977,23
,AMETHYSTS,129000,9996,2,10004,2
,STARFRUIT,129100,4970,1,4974,8
,AMETHYSTS,129100,9996,1,10002,5
,AMETHYSTS,129200,9998,10,10005,26
,STARFRUIT,129200,4969,26,4974,7
,STARFRUIT,129300,4970,5,4976,23
,AMETHYSTS,129300,9995,23,10005,23
,STARFRUIT,129400,4969,25,4976,25
,AMETHYSTS,129400,9996,1,10002,6
,STARFRUIT,129500,4969,20,4974,6
,AMETHYSTS,129500,9995,20,10005,20
,AMETHYSTS,129600,9998,3,10004,2
,STARFRUIT,129600,4970,1,4976,31
,STARFRUIT,129700,4970,23,4973,3
,AMETHYSTS,129700,9996,2,10000,3
,STARFRUIT,129800,4971,2,4976,1
,AMETHYSTS,129800,9996,1,10004,1
,AMETHYSTS,129900,9996,2,10004,2
,STARFRUIT,129900,4970,30,4977,30
,STARFRUIT,130000,4970,29,4977,29
,AMETHYSTS,130000,9995,29,10005,29
,STARFRUIT,130100,4976,1,4977,22
,AMETHYSTS,130100,9996,2,9998,1
,STARFRUIT,130200,4970,23,4971,3
,AMETHYSTS,130200,9996,2,10004,2
,AMETHYSTS,130300,10002,1,10004,1
,STARFRUIT,130300,4970,26,4976,1
,STARFRUIT,130400,4969,27,4976,28
,AMETHYSTS,130400,9996,1,10004,1
,STARFRUIT,130500,4969,21,4974,8
,AMETHYSTS,130500,9995,21,10005,21
,STARFRUIT,130600,4969,21,4974,2
,AMETHYSTS,130600,9995,21,10005,21
,AMETHYSTS,130700,9996,2,10004,2
,STARFRUIT,130700,4975,1,4976,22
,STARFRUIT,130800,4969,23,4975,23
,AMETHYSTS,130800,9998,2,10005,23
,STARFRUIT,130900,4969,32,4970,7
,AMETHYSTS,130900,9996,2,10004,2
,STARFRUIT,131000,4968,26,4973,6
,AMETHYSTS,131000,9995,26,10005,26
,AMETHYSTS,131100,9996,2,10004,2
,STARFRUIT,131100,4968,22,4975,22
,STARFRUIT,131200,4969,30,4976,30
,AMETHYSTS,131200,9998,6,10005,30
,STARFRUIT,131300,4969,1,4975,21
,AMETHYSTS,131300,9996,1,10004,1
,STARFRUIT,131400,4974,7,4976,21
,AMETHYSTS,131400,9995,21,9998,1
,AMETHYSTS,131500,9995,26,10005,26
,STARFRUIT,131500,4969,26,4975,26
,STARFRUIT,131600,4974,1,4975,30
,AMETHYSTS,131600,10002,1,10005,30
,STARFRUIT,131700,4968,1,4972,8
,AMETHYSTS,131700,9998,10,10004,1
,STARFRUIT,131800,4968,27,4969,4
,AMETHYSTS,131800,9996,1,10002,7
,AMETHYSTS,131900,9996,2,10004,2
,STARFRUIT,131900,4969,1,4975,27
,STARFRUIT,132000,4969,6,4975,28
,AMETHYSTS,132000,9998,2,10004,2
,AMETHYSTS,132100,9998,3,10005,24
,STARFRUIT,132100,4968,24,4975,24
,AMETHYSTS,132200,9996,2,10002,1
,STARFRUIT,132200,4968,2,4974,29
,AMETHYSTS,132300,10002,4,10005,24
,STARFRUIT,132300,4968,24,4975,24
,STARFRUIT,132400,4969,23,4975,1
,AMETHYSTS,132400,9996,1,10004,1
,AMETHYSTS,132500,9998,8,10004,2
,STARFRUIT,132500,4968,30,4973,5
,AMETHYSTS,132600,9995,29,10005,29
,STARFRUIT,132600,4968,29,4975,29
,AMETHYSTS,132700,9995,23,10005,23
,STARFRUIT,132700,4967,23,4972,2
,STARFRUIT,132800,4968,2,4974,25
,AMETHYSTS,132800,9996,2,10004,2
,AMETHYSTS,132900,9996,2,9998,1
,STARFRUIT,132900,4968,32,4975,32
,AMETHYSTS,133000,9995,23,10005,23
,STARFRUIT,133000,4969,23,4976,23
,AMETHYSTS,133100,10002,5,10004,1
,STARFRUIT,133100,4969,24,4975,1
,STARFRUIT,133200,4969,1,4975,28
,AMETHYSTS,133200,9996,1,10004,1
,AMETHYSTS,133300,9996,2,10004,2
,STARFRUIT,133300,4968,32,4974,2
,AMETHYSTS,133400,9998,2,10004,1
,STARFRUIT,133400,4968,29,4975,30
,AMETHYSTS,133500,9996,2,10004,2
,STARFRUIT,133500,4968,30,4973,1
,STARFRUIT,133600,4968,2,4974,23
,AMETHYSTS,133600,9996,2,10004,2
,AMETHYSTS,133700,9996,2,10004,2
,STARFRUIT,133700,4967,28,4968,1
,AMETHYSTS,133800,9996,2,10002,8
,STARFRUIT,133800,4967,23,4974,23
,AMETHYSTS,133900,9998,7,10004,2
,STARFRUIT,133900,4968,2,4974,24
,STARFRUIT,134000,4969,8,4971,2
,AMETHYSTS,134000,9995,24,10000,3
,AMETHYSTS,134100,9998,8,10004,1
,STARFRUIT,134100,4968,24,4975,24
,AMETHYSTS,134200,10002,1,10005,29
,STARFRUIT,134200,4968,29,4975,29
,AMETHYSTS,134300,10002,1,10004,2
,STARFRUIT,134300,4968,32,4974,32
,STARFRUIT,134400,4967,25,4974,25
,AMETHYSTS,134400,9998,8,10004,2
,STARFRUIT,134500,4968,6,4974,24
,AMETHYSTS,134500,9995,24,10005,24
,AMETHYSTS,134600,10000,5,10004,1
,STARFRUIT,134600,4970,5,4974,23
,STARFRUIT,134700,4967,21,4972,7
,AMETHYSTS,134700,10002,4,10004,1
,STARFRUIT,134800,4968,2,4974,32
,AMETHYSTS,134800,9996,2,10002,4
,STARFRUIT,134900,4968,2,4972,5
,AMETHYSTS,134900,9996,2,9998,1
,AMETHYSTS,135000,9996,1,10004,1
,STARFRUIT,135000,4968,9,4974,23
,STARFRUIT,135100,4972,8,4973,2
,AMETHYSTS,135100,9996,2,10004,2
,STARFRUIT,135200,4967,21,4973,1
,AMETHYSTS,135200,9998,5,10004,1
,STARFRUIT,135300,4966,20,4973,20
,AMETHYSTS,135300,9995,20,10005,20
,AMETHYSTS,135400,9996,1,10004,1
,STARFRUIT,135400,4967,30,4974,30
,STARFRUIT,135500,4967,30,4972,3
,AMETHYSTS,135500,9996,1,10004,1
,STARFRUIT,135600,4967,21,4972,1
,AMETHYSTS,135600,10002,1,10005,21
,STARFRUIT,135700,4967,26,4974,26
,AMETHYSTS,135700,9995,26,10005,26
,AMETHYSTS,135800,9995,24,10000,3
,STARFRUIT,135800,4968,3,4970,3
,STARFRUIT,135900,4968,27,4974,27
,AMETHYSTS,135900,9995,27,10005,27
,STARFRUIT,136000,4968,5,4974,31
,AMETHYSTS,136000,9996,1,9998,1
,STARFRUIT,136100,4968,29,4975,29
,AMETHYSTS,136100,9995,29,10002,5
,AMETHYSTS,136200,9998,2,10004,1
,STARFRUIT,136200,4968,1,4972,2
,STARFRUIT,136300,4969,1,4974,2
,AMETHYSTS,136300,10002,1,10004,2
,STARFRUIT,136400,4968,30,4975,30
,AMETHYSTS,136400,9996,2,10004,2
,STARFRUIT,136500,4968,26,4969,1
,AMETHYSTS,136500,9996,2,10004,2
,AMETHYSTS,136600,9998,1,10005,25
,STARFRUIT,136600,4967,25,4974,25
,STARFRUIT,136700,4967,24,4974,24
,AMETHYSTS,136700,9995,24,10005,24
,STARFRUIT,136800,4968,8,4974,28
,AMETHYSTS,136800,10002,1,10004,2
,STARFRUIT,136900,4968,23,4975,23
,AMETHYSTS,136900,9995,23,10005,23
,AMETHYSTS,137000,9996,1,10004,1
,STARFRUIT,137000,4968,1,4974,29
,STARFRUIT,137100,4968,24,4975,24
,AMETHYSTS,137100,9995,24,10002,3
,STARFRUIT,137200,4970,1,4976,23
,AMETHYSTS,137200,9995,23,10005,23
,STARFRUIT,137300,4969,1,4973,5
,AMETHYSTS,137300,9996,1,10004,1
,AMETHYSTS,137400,9996,2,10002,6
,STARFRUIT,137400,4969,29,4975,29
,STARFRUIT,137500,4969,1,4973,7
,AMETHYSTS,137500,9996,1,9998,1
,STARFRUIT,137600,4968,22,4974,1
,AMETHYSTS,137600,9996,1,10004,1
,STARFRUIT,137700,4968,1,4969,3
,AMETHYSTS,137700,9996,1,9998,8
,AMETHYSTS,137800,9996,1,10004,1
,STARFRUIT,137800,4968,23,4974,1
,STARFRUIT,137900,4967,29,4974,29
,AMETHYSTS,137900,9996,1,10004,1
,STARFRUIT,138000,4967,30,4974,30
,AMETHYSTS,138000,9995,30,10005,30
,STARFRUIT,138100,4967,31,4974,31
,AMETHYSTS,138100,9996,2,10004,2
,AMETHYSTS,138200,9996,2,9998,1
,STARFRUIT,138200,4967,24,4974,24
,STARFRUIT,138300,4967,30,4974,30
,AMETHYSTS,138300,9995,30,10005,30
,STARFRUIT,138400,4967,26,4972,4
,AMETHYSTS,138400,9996,2,9998,1
,STARFRUIT,138500,4967,1,4973,24
,AMETHYSTS,138500,9996,2,10002,3
,AMETHYSTS,138600,9998,4,10000,2
,STARFRUIT,138600,4966,30,4969,2
,STARFRUIT,138700,4967,2,4973,25
,AMETHYSTS,138700,9998,6,10004,2
,STARFRUIT,138800,4967,2,4973,31
,AMETHYSTS,138800,9996,2,10002,1
,AMETHYSTS,138900,9996,1,10004,1
,STARFRUIT,138900,4967,22,4974,22
,STARFRUIT,139000,4967,31,4968,1
,AMETHYSTS,139000,9996,1,10004,1
,STARFRUIT,139100,4967,2,4973,24
,AMETHYSTS,139100,9996,2,10004,2
,STARFRUIT,139200,4967,3,4973,26
,AMETHYSTS,139200,9998,3,10004,2
,AMETHYSTS,139300,9996,2,10004,2
,STARFRUIT,139300,4966,22,4973,22
,STARFRUIT,139400,4967,6,4973,25
,AMETHYSTS,139400,10002,5,10004,1
,STARFRUIT,139500,4966,21,4973,21
,AMETHYSTS,139500,9996,1,10002,2
,STARFRUIT,139600,4967,6,4973,25
,AMETHYSTS,139600,9995,25,9998,1
,AMETHYSTS,139700,9996,2,10002,2
,STARFRUIT,139700,4966,26,4967,4
,STARFRUIT,139800,4971,1,4972,1
,AMETHYSTS,139800,9998,3,10004,1
,STARFRUIT,139900,4965,23,4970,1
,AMETHYSTS,139900,9996,1,10004,1
,STARFRUIT,140000,4965,24,4972,24
,AMETHYSTS,140000,9996,2,10004,2
,AMETHYSTS,140100,9995,27,10005,27
,STARFRUIT,140100,4965,27,4966,1
,STARFRUIT,140200,4966,30,4972,2
,AMETHYSTS,140200,9996,2,10004,2
,STARFRUIT,140300,4966,2,4972,28
,AMETHYSTS,140300,10002,1,10004,2
,STARFRUIT,140400,4966,26,4973,27
,AMETHYSTS,140400,9995,27,10005,27
,AMETHYSTS,140500,9996,1,10004,1
,STARFRUIT,140500,4965,27,4972,27
,STARFRUIT,140600,4966,1,4968,3
,AMETHYSTS,140600,9996,2,10000,3
,STARFRUIT,140700,4966,22,4972,1
,AMETHYSTS,140700,9996,1,10004,1
,STARFRUIT,140800,4966,26,4973,26
,AMETHYSTS,140800,9998,7,10005,26
,AMETHYSTS,140900,9995,28,10005,28
,STARFRUIT,140900,4965,28,4972,28
,STARFRUIT,141000,4967,5,4972,2
,AMETHYSTS,141000,9998,3,10004,2
,AMETHYSTS,141100,9995,28,10005,28
,STARFRUIT,141100,4965,3,4971,28
,AMETHYSTS,141200,9995,24,10002,1
,STARFRUIT,141200,4964,24,4969,2
,AMETHYSTS,141300,9995,22,10005,22
,STARFRUIT,141300,4964,22,4971,22
,STARFRUIT,141400,4964,28,4971,28
,AMETHYSTS,141400,9996,2,10002,2
,AMETHYSTS,141500,9995,27,10005,27
,STARFRUIT,141500,4963,27,4970,27
,AMETHYSTS,141600,9996,2,10002,5
,STARFRUIT,141600,4963,31,4970,31
,AMETHYSTS,141700,9995,22,10005,22
,STARFRUIT,141700,4963,22,4970,22
,STARFRUIT,141800,4963,26,4970,26
,AMETHYSTS,141800,9996,2,10004,2
,AMETHYSTS,141900,9996,2,10004,2
,STARFRUIT,141900,4963,22,4970,22
,AMETHYSTS,142000,9998,5,10005,26
,STARFRUIT,142000,4969,1,4971,26
,AMETHYSTS,142100,9996,1,10004,1
,STARFRUIT,142100,4964,31,4971,31
,STARFRUIT,142200,4964,24,4970,2
,AMETHYSTS,142200,9996,2,10004,2
,AMETHYSTS,142300,9996,2,10004,2
,STARFRUIT,142300,4968,1,4969,2
,AMETHYSTS,142400,10002,3,10004,2
,STARFRUIT,142400,4964,2,4970,31
,AMETHYSTS,142500,9996,1,10004,1
,STARFRUIT,142500,4968,5,4970,23
,STARFRUIT,142600,4962,28,4969,29
,AMETHYSTS,142600,9996,1,10004,1
,AMETHYSTS,142700,10002,5,10004,1
,STARFRUIT,142700,4963,1,4967,4
,AMETHYSTS,142800,9998,1,10004,2
,STARFRUIT,142800,4968,1,4970,23
,AMETHYSTS,142900,9995,27,9998,1
,STARFRUIT,142900,4963,27,4970,27
,STARFRUIT,143000,4962,25,4969,25
,AMETHYSTS,143000,9996,2,10002,2
,AMETHYSTS,143100,9996,1,10004,1
,STARFRUIT,143100,4964,7,4970,30
,AMETHYSTS,143200,9996,2,10004,2
,STARFRUIT,143200,4964,2,4968,6
,STARFRUIT,143300,4964,1,4968,7
,AMETHYSTS,143300,9996,1,10004,1
,STARFRUIT,143400,4964,28,4970,2
,AMETHYSTS,143400,9996,2,10002,4
,STARFRUIT,143500,4964,8,4970,26
,AMETHYSTS,143500,9996,2,10004,2
,AMETHYSTS,143600,9995,22,10005,22
,STARFRUIT,143600,4963,22,4970,22
,STARFRUIT,143700,4963,26,4969,1
,AMETHYSTS,143700,9996,1,10004,1
,STARFRUIT,143800,4965,4,4970,30
,AMETHYSTS,143800,9996,2,10002,9
,STARFRUIT,143900,4963,25,4968,2
,AMETHYSTS,143900,10002,1,10004,1
,AMETHYSTS,144000,9998,6,10005,22
,STARFRUIT,144000,4968,1,4970,22
,STARFRUIT,144100,4962,22,4967,3
,AMETHYSTS,144100,9995,22,10005,22
,STARFRUIT,144200,4962,23,4967,4
,AMETHYSTS,144200,9996,1,10002,5
,STARFRUIT,144300,4962,28,4967,2
,AMETHYSTS,144300,9998,6,10005,28
,AMETHYSTS,144400,9996,2,10004,2
,STARFRUIT,144400,4962,30,4969,30
,STARFRUIT,144500,4962,26,4969,26
,AMETHYSTS,144500,9996,2,10004,2
,STARFRUIT,144600,4963,24,4969,1
,AMETHYSTS,144600,10002,2,10004,1
,STARFRUIT,144700,4963,22,4969,2
,AMETHYSTS,144700,9996,2,10004,2
,AMETHYSTS,144800,9995,24,10002,7
,STARFRUIT,144800,4963,24,4970,24
,STARFRUIT,144900,4964,2,4970,30
,AMETHYSTS,144900,9998,8,10004,2
,STARFRUIT,145000,4964,25,4971,25
,AMETHYSTS,145000,9998,9,10005,25
,STARFRUIT,145100,4963,26,4964,10
,AMETHYSTS,145100,9995,26,10005,26
,AMETHYSTS,145200,9996,1,10004,1
,STARFRUIT,145200,4968,1,4969,1
,STARFRUIT,145300,4963,25,4970,25
,AMETHYSTS,145300,9996,2,9998,3
,STARFRUIT,145400,4963,24,4969,24
,AMETHYSTS,145400,9998,6,10004,2
,STARFRUIT,145500,4963,28,4968,6
,AMETHYSTS,145500,10002,1,10004,1
,AMETHYSTS,145600,9996,2,9998,8
,STARFRUIT,145600,4963,26,4968,3
,STARFRUIT,145700,4962,22,4967,4
,AMETHYSTS,145700,9998,5,10004,2
,STARFRUIT,145800,4962,27,4969,27
,AMETHYSTS,145800,9998,6,10005,27
,STARFRUIT,145900,4962,24,4969,24
,AMETHYSTS,145900,9998,6,10005,24
,AMETHYSTS,146000,9996,1,10004,1
,STARFRUIT,146000,4962,27,4969,27
,STARFRUIT,146100,4962,22,4967,8
,AMETHYSTS,146100,9996,1,10004,1
,STARFRUIT,146200,4962,24,4969,24
,AMETHYSTS,146200,9998,9,10004,2
,STARFRUIT,146300,4963,29,4969,2
,AMETHYSTS,146300,9998,1,10004,2
,AMETHYSTS,146400,9995,28,10005,28
,STARFRUIT,146400,4963,28,4970,28
,STARFRUIT,146500,4963,30,4968,3
,AMETHYSTS,146500,9995,30,10005,30
,STARFRUIT,146600,4965,4,4969,24
,AMETHYSTS,146600,10000,4,10005,24
,STARFRUIT,146700,4962,29,4968,2
,AMETHYSTS,146700,9998,8,10004,2
,AMETHYSTS,146800,9995,26,10005,26
,STARFRUIT,146800,4962,26,4969,26
,STARFRUIT,146900,4963,23,4969,2
,AMETHYSTS,146900,9996,2,10004,2
,STARFRUIT,147000,4962,25,4969,25
,AMETHYSTS,147000,9996,1,10002,10
,STARFRUIT,147100,4963,2,4967,4
,AMETHYSTS,147100,9996,2,10004,2
,AMETHYSTS,147200,9995,21,10005,21
,STARFRUIT,147200,4963,21,4969,21
,STARFRUIT,147300,4965,3,4969,30
,AMETHYSTS,147300,10000,3,10002,7
,STARFRUIT,147400,4962,30,4969,30
,AMETHYSTS,147400,9996,1,10004,1
,STARFRUIT,147500,4962,20,4969,20
,AMETHYSTS,147500,9995,20,10005,20
,AMETHYSTS,147600,9996,2,10004,2
,STARFRUIT,147600,4962,24,4969,25
,STARFRUIT,147700,4962,27,4969,27
,AMETHYSTS,147700,10002,1,10005,27
,STARFRUIT,147800,4967,1,4968,2
,AMETHYSTS,147800,9996,2,10002,1
,AMETHYSTS,147900,9996,1,10004,1
,STARFRUIT,147900,4962,21,4968,1
,STARFRUIT,148000,4962,2,4968,31
,AMETHYSTS,148000,9996,2,10002,9
,STARFRUIT,148100,4961,30,4968,30
,AMETHYSTS,148100,9995,30,10005,30
,STARFRUIT,148200,4962,26,4967,3
,AMETHYSTS,148200,9998,5,10004,1
,AMETHYSTS,148300,9996,2,10004,2
,STARFRUIT,148300,4961,27,4968,27
,STARFRUIT,148400,4961,21,4968,21
,AMETHYSTS,148400,9996,1,10004,1
,STARFRUIT,148500,4961,22,4966,4
,AMETHYSTS,148500,9996,2,10004,2
,STARFRUIT,148600,4962,21,4968,1
,AMETHYSTS,148600,9996,1,10004,1
,AMETHYSTS,148700,9998,4,10005,26
,STARFRUIT,148700,4961,25,4968,26
,STARFRUIT,148800,4961,26,4968,26
,AMETHYSTS,148800,9995,26,10002,1
,STARFRUIT,148900,4961,32,4968,32
,AMETHYSTS,148900,9996,2,10004,2
,STARFRUIT,149000,4965,4,4968,31
,AMETHYSTS,149000,10002,5,10004,1
,AMETHYSTS,149100,10000,2,10004,1
,STARFRUIT,149100,4964,2,4967,1
,STARFRUIT,149200,4965,2,4967,24
,AMETHYSTS,149200,10002,1,10004,2
,STARFRUIT,149300,4961,27,4967,27
,AMETHYSTS,149300,9996,1,10004,1
,STARFRUIT,149400,4960,27,4965,7
,AMETHYSTS,149400,9996,1,10004,1
,AMETHYSTS,149500,9996,2,10004,2
,STARFRUIT,149500,4965,1,4967,31
,STARFRUIT,149600,4961,2,4967,30
,AMETHYSTS,149600,9995,30,10002,2
,STARFRUIT,149700,4960,1,4966,29
,AMETHYSTS,149700,10002,6,10004,1
,AMETHYSTS,149800,10002,5,10004,1
,STARFRUIT,149800,4965,1,4966,21
,AMETHYSTS,149900,9996,2,10004,2
,STARFRUIT,149900,4959,30,4961,5
,STARFRUIT,150000,4959,31,4964,3
,AMETHYSTS,150000,9996,1,10004,1
,AMETHYSTS,150100,9998,2,10004,1
,STARFRUIT,150100,4964,4,4966,22
,AMETHYSTS,150200,9996,2,9998,1
,STARFRUIT,150200,4960,29,4966,2
,AMETHYSTS,150300,9998,10,10004,2
,STARFRUIT,150300,4959,24,4964,8
,STARFRUIT,150400,4959,31,4960,1
,AMETHYSTS,150400,9996,1,9998,1
,AMETHYSTS,150500,10002,1,10005,29
,STARFRUIT,150500,4959,29,4965,29
,AMETHYSTS,150600,9995,23,10005,23
,STARFRUIT,150600,4958,23,4959,1
,AMETHYSTS,150700,9996,2,10004,2
,STARFRUIT,150700,4959,22,4964,1
,STARFRUIT,150800,4960,1,4966,30
,AMETHYSTS,150800,9995,30,9998,1
,AMETHYSTS,150900,9996,2,10004,2
,STARFRUIT,150900,4960,5,4966,24
,AMETHYSTS,151000,9995,27,10005,27
,STARFRUIT,151000,4959,27,4966,27
,AMETHYSTS,151100,9995,25,10005,25
,STARFRUIT,151100,4965,1,4966,25
,STARFRUIT,151200,4959,24,4965,1
,AMETHYSTS,151200,9996,1,10004,1
,AMETHYSTS,151300,9995,27,10005,27
,STARFRUIT,151300,4965,1,4966,27
,AMETHYSTS,151400,9995,22,10005,22
,STARFRUIT,151400,4959,22,4966,22
,AMETHYSTS,151500,9996,2,10002,9
,STARFRUIT,151500,4959,32,4960,1
,STARFRUIT,151600,4965,1,4966,20
,AMETHYSTS,151600,10002,3,10005,20
,AMETHYSTS,151700,9996,1,10004,1
,STARFRUIT,151700,4960,30,4966,1
,AMETHYSTS,151800,9998,2,10004,1
,STARFRUIT,151800,4960,30,4966,1
,AMETHYSTS,151900,9995,27,10005,27
,STARFRUIT,151900,4960,27,4965,1
,STARFRUIT,152000,4960,23,4967,23
,AMETHYSTS,152000,9995,23,9998,11
,STARFRUIT,152100,4959,28,4966,28
,AMETHYSTS,152100,9995,28,10005,28
,AMETHYSTS,152200,9995,28,10002,2
,STARFRUIT,152200,4958,28,4960,5
,STARFRUIT,152300,4959,27,4965,2
,AMETHYSTS,152300,9996,2,10004,2
,STARFRUIT,152400,4960,10,4966,24
,AMETHYSTS,152400,9996,2,10004,2
,STARFRUIT,152500,4960,32,4967,32
,AMETHYSTS,152500,9996,2,10002,5
,AMETHYSTS,152600,9995,27,10005,27
,STARFRUIT,152600,4961,26,4968,27
,STARFRUIT,152700,4962,4,4968,26
,AMETHYSTS,152700,9995,26,10005,26
,STARFRUIT,152800,4961,29,4966,4
,AMETHYSTS,152800,9998,5,10005,29
,STARFRUIT,152900,4963,5,4967,26
,AMETHYSTS,152900,10000,5,10004,1
,AMETHYSTS,153000,9995,30,10002,9
,STARFRUIT,153000,4966,1,4967,30
,STARFRUIT,153100,4961,21,4968,21
,AMETHYSTS,153100,9995,21,10005,21
,STARFRUIT,153200,4961,22,4967,22
,AMETHYSTS,153200,9998,3,10004,2
,STARFRUIT,153300,4961,24,4968,24
,AMETHYSTS,153300,9995,24,10005,24
,AMETHYSTS,153400,9995,20,10005,20
,STARFRUIT,153400,4961,6,4967,20
,STARFRUIT,153500,4965,2,4968,21
,AMETHYSTS,153500,9995,21,9998,1
,STARFRUIT,153600,4961,22,4967,22
,AMETHYSTS,153600,9998,5,10004,1
,STARFRUIT,153700,4962,5,4967,1
,AMETHYSTS,153700,9996,1,10004,1
,AMETHYSTS,153800,9995,27,10005,27
,STARFRUIT,153800,4961,27,4968,27
,STARFRUIT,153900,4961,27,4968,27
,AMETHYSTS,153900,9996,2,10004,2
,STARFRUIT,154000,4962,29,4967,3
,AMETHYSTS,154000,9995,29,10005,29
,STARFRUIT,154100,4962,20,4969,20
,AMETHYSTS,154100,9995,20,10005,20
,AMETHYSTS,154200,9998,5,10004,1
,STARFRUIT,154200,4962,29,4968,1
,STARFRUIT,154300,4963,21,4969,1
,AMETHYSTS,154300,9996,1,10004,1
,STARFRUIT,154400,4962,29,4969,29
,AMETHYSTS,154400,9996,1,10004,1
,STARFRUIT,154500,4962,25,4969,25
,AMETHYSTS,154500,9995,25,10002,3
,AMETHYSTS,154600,9996,1,10004,1
,STARFRUIT,154600,4963,1,4969,27
,STARFRUIT,154700,4962,30,4969,30
,AMETHYSTS,154700,9995,30,10005,30
,STARFRUIT,154800,4963,3,4969,29
,AMETHYSTS,154800,10002,1,10004,1
,STARFRUIT,154900,4962,28,4969,28
,AMETHYSTS,154900,9995,28,9998,1
,AMETHYSTS,155000,9995,22,10005,22
,STARFRUIT,155000,4962,22,4969,22
,STARFRUIT,155100,4962,28,4963,1
,AMETHYSTS,155100,9995,28,10005,28
,STARFRUIT,155200,4963,28,4970,28
